Restaurant Name,City,Address,Locality,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
Tadka,Kanpur,"117/K/13, Rave Moti, Gutaiya, Kanpur","Rave Moti, Kakadeo",North Indian,1000,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,97,India
Dhuaan,Kanpur,"Plot 58, Status Club, Cantonment Area, Tagore Road, Kanpur","Status Club, Kanpur Cantonment","North Indian, Mexican, Italian",1500,Indian Rupees(Rs.),No,No,No,No,4,4.3,Green,Very Good,155,India
Upper Crust,Kanpur,"112/368-F, Swaroop Nagar, Kanpur",Swaroop Nagar,"Bakery, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,49,India
Anaicha's Food Joint,Kanpur,"113/187, Swaroop Nagar, Kanpur",Swaroop Nagar,"Chinese, North Indian, Continental",850,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,106,India
Aromas,Kanpur,"7/135, Opposite Indian Overses Bank, Swaroop Nagar, Kanpur",Swaroop Nagar,Fast Food,350,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,171,India
Waterside - The Landmark Hotel,Kanpur,"The Landmark Hotel, Landmark Towers, 10, Near Naveen Market, Mall Road, Kanpur","The Landmark Hotel, Mall Road","North Indian, Chinese",3000,Indian Rupees(Rs.),No,No,No,No,4,3.9,Yellow,Good,113,India
Verandah,Kanpur,"Third Floor, 7/17, Parvati Bagla Road, Tilak Nagar, Kanpur",Tilak Nagar,"Chinese, Italian, Fast Food",1500,Indian Rupees(Rs.),No,No,No,No,4,3.7,Yellow,Good,160,India
Barbeque Nation,Kanpur,"16/113, 3rd Floor, Z Square Mall, MG Marg, Mall Road, Kanpur","Z Square Mall, Mall Road","North Indian, Mughlai, Lebanese, Arabian, Mediterranean",1400,Indian Rupees(Rs.),No,No,No,No,3,4.0,Green,Very Good,41,India
Nawras Seafood Restaurant,Kochi,"Near Pullepadi Bus stop, Chittoor Road, Kochi",Chittoor Road,Seafood,1000,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,289,India
Ifthar,Kochi,"KK Building, Opposite Pittappillil, Edappally, Kochi",Edappally,Kerala,350,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,281,India
Dhe Puttu,Kochi,"NH 47, Edapally Bypass, Edappally, Kochi",Edappally,Kerala,600,Indian Rupees(Rs.),No,Yes,No,No,2,4.4,Green,Very Good,662,India
Kashi Art Cafe,Kochi,"Burgher Street, Fort Kochi, Kochi",Fort Kochi,"European, Cafe",600,Indian Rupees(Rs.),No,No,No,No,2,4.2,Green,Very Good,659,India
Grand Hotel Restaurant,Kochi,"Grand Hotel, MG Road, Kochi","Grand Hotel, MG Road","North Indian, Kerala, Chinese, Continental",1000,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,394,India
Barbeque Nation,Kochi,"6th Floor, Imperial Trade Centre, Mahatma Gandhi Road, Kacheripady, Kochi",Kacheripady,"European, North Indian, Mediterranean, American",1500,Indian Rupees(Rs.),No,No,No,No,3,4.5,Dark Green,Excellent,213,India
Chiyang,Kochi,"Mariyambika Building, Madhava Pharmacy Junction, Kacheripady, Kochi",Kacheripady,"Chinese, Continental",800,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,277,India
Slice of Spice,Kochi,"Market Road, Opposite Saritha Savitha Theatre, Kacheripady, Kochi",Kacheripady,"Fast Food, Biryani",400,Indian Rupees(Rs.),No,Yes,No,No,1,4.0,Green,Very Good,246,India
Mustake Multicuisine Restaurant,Kochi,"Near SEZ, Noel Focuz, Seaport-Airport Road, Kakkanad, Kochi",Kakkanad,"Chinese, Thai, North Indian, South Indian",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.7,Yellow,Good,145,India
Palaaram,Kochi,"Vallathol Junction, Thrikkakara, Kakkanad, Kochi",Kakkanad,"Kerala, Fast Food",550,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,105,India
Tonico Cafe,Kochi,"Opposite CSEZ, Seaport Airport Road, Kakkanad, Kochi",Kakkanad,Cafe,400,Indian Rupees(Rs.),No,No,No,No,1,4.0,Green,Very Good,406,India
Cafe 17,Kochi,"Ground Floor, Unisquare Building, Opposite Sreedhareeyam Eye Hospital, Kathrikadavu, Kaloor, Kochi",Kaloor,"Cafe, Continental, Italian",700,Indian Rupees(Rs.),No,Yes,No,No,2,4.4,Green,Very Good,333,India
ChaiCofi,Kochi,"Arammal Tower, Near Express Garden, KK Road, Kaloor, Kochi",Kaloor,"Cafe, Continental, Italian",800,Indian Rupees(Rs.),No,No,No,No,2,4.0,Green,Very Good,160,India
Bloomsbury's Boutique Cafe and Artisan Bakery,Kochi,"S 74, Level 2, LuLu Mall, NH-17, Entrance Road, Edapally Junction, Edappally, Kochi","LuLu Mall, Edappally","Cafe, Bakery, Desserts",650,Indian Rupees(Rs.),No,Yes,No,No,2,4.2,Green,Very Good,482,India
Paragon,Kochi,"F 82-83, Level 1, LuLu Mall, NH-17, Entrance Road, Edapally Junction, Edappally, Kochi","LuLu Mall, Edappally","Kerala, South Indian, Continental, North Indian, Seafood, Chinese",900,Indian Rupees(Rs.),No,No,No,No,2,4.3,Green,Very Good,722,India
Aangan - Downtown Multicuisine Restaurant,Kochi,"32/1180C, Civil Lane Road, Palarivattom, Kochi",Palarivattom,"Chinese, Seafood, North Indian, Biryani",650,Indian Rupees(Rs.),No,No,No,No,2,4.2,Green,Very Good,146,India
Ali Baba & 41 Dishes,Kochi,"Main Avenue, Opposite South Indian Bank, Panampilly Nagar, Kochi",Panampilly Nagar,"Kerala, South Indian, Chinese, Biryani",400,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,348,India
Cocoa Tree,Kochi,"1st Floor, Above ICICI Bank, Next to Avenue Centre, Panampilly Nagar, Kochi",Panampilly Nagar,"Italian, Seafood, Mediterranean, Desserts, Cafe",1000,Indian Rupees(Rs.),No,No,No,No,3,4.3,Green,Very Good,658,India
French Toast,Kochi,"8th Cross Street B, Ambikapuram Road, Panampilly Nagar, Panampilly Nagar, Kochi",Panampilly Nagar,"Continental, Cafe, Desserts, Bakery",700,Indian Rupees(Rs.),No,No,No,No,2,4.3,Green,Very Good,312,India
Thakkaaram,Kochi,"Opposite Gold Souk Grande Mall, Vyttila, Kochi",Vyttila,"Kerala, South Indian",600,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,361,India
Asia Kitchen by Mainland China,Kolkata,"4th Floor, Acropolis Mall, 1858/1, Rajdanga Main Road, Kasba, Kolkata","Acropolis Mall, Kasba ","Asian, Chinese",1400,Indian Rupees(Rs.),No,Yes,No,No,3,4.6,Dark Green,Excellent,945,India
Hoppipola,Kolkata,"4th Floor, Acropolis Mall, 1858/1, Rajdanga Main Road, Kasba, Kolkata","Acropolis Mall, Kasba ","Italian, Mexican, American, Mediterranean",1200,Indian Rupees(Rs.),No,Yes,No,No,3,4.2,Green,Very Good,1103,India
Spice Kraft,Kolkata,"54/1/2A, Hazra Road, Ballygunge Phari, Near Hazra Law College, Ballygunge, Kolkata",Ballygunge,"Continental, Middle Eastern, Asian",1200,Indian Rupees(Rs.),No,No,No,No,3,4.8,Dark Green,Excellent,1424,India
Nawwarah,Kolkata,"48A, Syed Amir Ali Avenue, Ballygunge, Kolkata",Ballygunge,"Chinese, Cafe, North Indian, Desserts",1000,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,326,India
6 Ballygunge Place,Kolkata,"6, Ballygunge Place, Ballygunge, Kolkata",Ballygunge,Bengali,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.4,Green,Very Good,1778,India
Mumbai Local,Kolkata,"19, Ballygunge Park Road, Near Quest Mall, Ballygunge, Kolkata",Ballygunge,"North Indian, Chinese, Street Food",1200,Indian Rupees(Rs.),Yes,No,No,No,3,4.2,Green,Very Good,704,India
Gabbar's Bar & Kitchen,Kolkata,"11/1, Ho Chi Minh Sarani, Camac Street Area, Kolkata",Camac Street Area,"North Indian, Chinese, Mexican, Italian",1400,Indian Rupees(Rs.),Yes,No,No,No,3,4.4,Green,Very Good,1484,India
TGI Friday's,Kolkata,"Forum Mall, 10/3, Elgin Road, Elgin, Kolkata",Elgin,"Tex-Mex, American",1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.0,Green,Very Good,911,India
Santa's Fantasea,Kolkata,"9, Ballygunge Terrace, Near Anjali Jewellers, Golpark, Kolkata",Golpark,"Seafood, Chinese",800,Indian Rupees(Rs.),No,No,No,No,2,4.2,Green,Very Good,2584,India
India Restaurant,Kolkata,"Ground Floor, 1st Floor, 2nd Floor, 34, Karl Marx Sarani, Kidderpore, Kolkata",Kidderpore,"Biryani, North Indian, Chinese, Mughlai",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,4.6,Dark Green,Excellent,1219,India
Flame & Grill,Kolkata,"4th Floor, Mani Square Mall, 164/1, E.M. Bypass, Kankurgachi, Kolkata","Mani Square Mall, Kankurgachi","North Indian, Continental",1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good,1064,India
Barbeque Nation,Kolkata,"24, 1st Floor, Park Center Building, Park Street Area, Kolkata",Park Street Area,"North Indian, Chinese",1600,Indian Rupees(Rs.),No,No,No,No,3,4.9,Dark Green,Excellent,1753,India
Mocambo,Kolkata,"25B Park Street, Park Street Area, Kolkata",Park Street Area,"Continental, Italian, North Indian",1050,Indian Rupees(Rs.),No,Yes,No,No,3,3.5,Yellow,Good,4464,India
BarBQ,Kolkata,"43-47-55, Park Street Area, Kolkata",Park Street Area,"Chinese, North Indian",900,Indian Rupees(Rs.),No,Yes,No,No,2,4.2,Green,Very Good,5288,India
Peter Cat,Kolkata,"18A, Park Street, Park Street Area, Kolkata",Park Street Area,"Continental, North Indian",1000,Indian Rupees(Rs.),No,Yes,No,No,3,4.3,Green,Very Good,7574,India
The Irish House,Kolkata,"5th Floor, Quest Mall, 33, Syed Ali Amir Avenue, Ballygunge, Kolkata","Quest Mall, Ballygunge","European, American",1900,Indian Rupees(Rs.),No,No,No,No,3,4.4,Green,Very Good,2224,India
Barbeque Nation,Kolkata,"K1, RDB Boulevard, Block EP & GP, Sector 5, Salt Lake","Sector 5, Salt Lake","North Indian, Chinese",1600,Indian Rupees(Rs.),No,No,No,No,3,4.9,Dark Green,Excellent,5966,India
Ocean Grill,Kolkata,"1st Floor, Infinity Benchmark, Near RDB Cinemas, Block GP, Sector 5, Salt Lake","Sector 5, Salt Lake","Continental, Seafood, North Indian, Asian",1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,1040,India
Sigree Global Grill,Kolkata,"1st Floor, Silver Spring Arcade, EM Bypass, Science City Area, Kolkata","Silver Spring Arcade, Science City Area",North Indian,1600,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,1616,India
What's Up,Kolkata,"122A, Southern Avenue, Kolkata",Southern Avenue,"Cafe, Chinese, Continental",1000,Indian Rupees(Rs.),Yes,No,No,No,3,4.0,Green,Very Good,1126,India
Grandson of Tunday Kababi,Lucknow,"Naaz Cinema Road, Aminabad, Lucknow",Aminabad,"Mughlai, Lucknowi",300,Indian Rupees(Rs.),No,No,No,No,1,4.9,Dark Green,Excellent,1057,India
Frozen Factory,Lucknow,"1/99, Near Tata Motors, Viram Khand, Patrkarpuram, Gomti Nagar, Lucknow",Gomti Nagar,"Desserts, Ice Cream",200,Indian Rupees(Rs.),No,No,No,No,1,4.5,Dark Green,Excellent,144,India
Mocha,Lucknow,"CP-1, 2nd Floor, Anand Plaza, Viram Khand-1, Near Patrakarpuram Crossing, Gomti Nagar, Lucknow",Gomti Nagar,"Cafe, Italian, Continental",800,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,567,India
Chemistry Cafí©,Lucknow,"5/599, Vikas Khand, Near Dayal Paradise, Gomti Nagar, Lucknow",Gomti Nagar,"Cafe, Continental, Chinese",650,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,147,India
Homeys Cafe,Lucknow,"2/163, Vivek khand-2, Gomti Nagar Station Road, Gomti Nagar, Lucknow",Gomti Nagar,"Cafe, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,217,India
Percussion,Lucknow,"2/139, Vijay Khand, Next to Gomti Nagar Police Station, Gomti Nagar, Lucknow",Gomti Nagar,"Continental, North Indian, Asian",1000,Indian Rupees(Rs.),No,No,No,No,3,3.7,Yellow,Good,514,India
The Urban Terrace,Lucknow,"Hotel Lineage, C 73, Viraj Khand, Opposite Sahara Hospital, Gomti Nagar, Lucknow",Gomti Nagar,"North Indian, Continental",1100,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,268,India
Free Spirit,Lucknow,"Indira Gandhi Pratishthan-Kathauta Chauraha road, Near Shaheed Path Flyover, Vishesh Khand 2, Gomti Nagar, Lucknow",Gomti Nagar,"Cafe, Italian",450,Indian Rupees(Rs.),No,No,No,No,2,4.3,Green,Very Good,106,India
Spice Caves,Lucknow,"Above Samsung TV Showroom, Patrakar Puram, Gomti Nagar, Lucknow",Gomti Nagar,"North Indian, Chinese, Mughlai",1200,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,691,India
The Chocolate Heaven,Lucknow,"3/553, Vivek Khand, Opposite Aryans, Gomti Nagar, Lucknow, Uttar Pradesh",Gomti Nagar,"Cafe, Italian, Desserts",400,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,165,India
The Pebbles Bistro,Lucknow,"1/208 A, Vineet Khand, Opposite Jaipuria School, Gomti Nagar, Lucknow",Gomti Nagar,European,1000,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,80,India
Underdoggs Sports Bar & Grill,Lucknow,"4th Floor, City Mall, Vipul Khand 4, Gomti Nagar, Lucknow",Gomti Nagar,"Mediterranean, Italian, American",1300,Indian Rupees(Rs.),No,No,No,No,3,4.3,Green,Very Good,124,India
Vintage Machine,Lucknow,"3/11 Patrakar Puram, Gomti Nagar, Lucknow",Gomti Nagar,"Italian, American, Lebanese",1000,Indian Rupees(Rs.),No,No,No,No,3,4.3,Green,Very Good,887,India
Bar Bar,Lucknow,"4, Sapru Marg, Hazratganj, Lucknow",Hazratganj,"Cafe, Chinese, Thai, North Indian, Continental",1000,Indian Rupees(Rs.),No,No,No,No,3,4.0,Green,Very Good,79,India
Dastarkhwan,Lucknow,"U. P. Press Club, China Bazaar Gate Road, Hazratganj, Lucknow",Hazratganj,Mughlai,400,Indian Rupees(Rs.),No,No,No,No,2,4.4,Green,Very Good,818,India
The Cherry Tree Cafe,Lucknow,"11, Habibullah Estate, Hazratganj, Lucknow",Hazratganj,"Cafe, Bakery",400,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,288,India
Royal Sky,Lucknow,"31/37, 1st Floor, Opposite Halwasiya Market, Maqbara Road, Lalbagh, Lucknow",Lalbagh,"North Indian, Mughlai, Chinese, Continental",1100,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,762,India
L 14 - Renaissance Lucknow Hotel,Lucknow,"14th Floor, Renaissance Lucknow Hotel, Vipin Khand, Gomti Nagar, Lucknow",Renaissance Lucknow Hotel,"North Indian, Continental, South Indian, Chinese, Thai, Asian",2000,Indian Rupees(Rs.),No,No,No,No,4,4.2,Green,Very Good,149,India
Barbeque Nation,Lucknow,"3rd Floor, Riverside Mall, Vipin Khand, Gomti Nagar, Lucknow","Riverside Mall, Gomti Nagar",North Indian,1600,Indian Rupees(Rs.),No,No,No,No,4,4.7,Dark Green,Excellent,1069,India
Colours by Royal Cafe - Royal Inn,Lucknow,"3rd Floor, 9/7 Royal Inn, Opposite Saharaganj Mall, Hazratganj, Lucknow","Royal Inn, Hazratganj","North Indian, Mughlai, Chinese",1000,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,411,India
Cappuccino Blast,Lucknow,"12, Mall Avenue, Near, Sadar Bazaar, Lucknow",Sadar Bazaar,"Cafe, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,4.0,Green,Very Good,587,India
Basant Restaurant,Ludhiana,"Urban Estate, Main Market, Phase 1, Dugri, Ludhiana","A Hotel, Gurdev Nagar","North Indian, Chinese, Fast Food",800,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,93,India
Hawai Adda,Ludhiana,"Verka Park, Ferozpur Road, Aggar Nagar, Ludhiana",Aggar Nagar,"North Indian, Chinese, Continental",1500,Indian Rupees(Rs.),No,No,No,No,3,3.5,Yellow,Good,17,India
Indian Summer,Ludhiana,"SCF 13/14, F Block, BRS Nagar, Ludhiana",BRS Nagar,"North Indian, Chinese",1400,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,191,India
Basant,Ludhiana,"Fountain Chowk, Civil Lines, Ludhiana",Civil Lines,"North Indian, Chinese, South Indian, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,109,India
Bistro 226,Ludhiana,"226, Civil Street, Ghumar Mandi Chowk, Civil Lines, Ludhiana",Civil Lines,"Italian, Continental, North Indian, Cafe",1400,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,217,India
Mocha,Ludhiana,"27 & 28 F, 1st Floor, Malhar Road, Gurdev Nagar, Ludhiana",Gurdev Nagar,Cafe,800,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,153,India
Pirates Of Grill,Ludhiana,"2nd Floor, Sandhu Tower 2, Near Ansal Mall, Gurdev Nagar, Ludhiana",Gurdev Nagar,"North Indian, Mughlai",1300,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,41,India
Bistro Flamme Bois,Ludhiana,"16-17, Green Park Avenue, Gurdev Nagar, Ludhiana",Gurdev Nagar,"Italian, Continental, Mexican, Lebanese",1500,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,178,India
Kitchen At 95 - Hyatt Regency,Ludhiana,"Hyatt Regency, Site 4, Ferozepur Road, Rajguru Nagar, Ludhiana","Hyatt Regency, Rajguru Nagar","Mediterranean, Chinese, Continental",2000,Indian Rupees(Rs.),No,No,No,No,4,4.3,Green,Very Good,87,India
Domino's Pizza,Ludhiana,"SCF 21, Main Market, Sarabha Nagar, Ludhiana","Main Market, Sarabha Nagar","Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,86,India
Nando's,Ludhiana,"SCO 35 & 36, Main Market, Sarabha Nagar, Ludhiana","Main Market, Sarabha Nagar","Portuguese, African",1200,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,156,India
Belfrance Luxury Chocolates,Ludhiana,"SCF 32 C Main Market, Sarabha Nagar, Ludhiana","Main Market, Sarabha Nagar","Cafe, Continental, Italian, Bakery",1100,Indian Rupees(Rs.),No,No,No,No,3,4.4,Green,Very Good,138,India
Hot Breads,Ludhiana,"SCF 32, Main Market, Sarabha Nagar, Ludhiana","Main Market, Sarabha Nagar","Continental, Chinese, Italian, Bakery",800,Indian Rupees(Rs.),No,No,No,No,2,4.2,Green,Very Good,261,India
The Yellow Chilli,Ludhiana,"SCF 31 C, Main Market, Sarabha Nagar, Ludhiana","Main Market, Sarabha Nagar","Mughlai, North Indian, Chinese",1200,Indian Rupees(Rs.),No,No,No,No,3,4.4,Green,Very Good,325,India
Spice Cube,Ludhiana,"Near Gate 1, Kartar Bhawan, Ferozepur Road, PAU, Ludhiana",PAU,"North Indian, Chinese, Continental",1000,Indian Rupees(Rs.),No,No,No,No,3,3.5,Yellow,Good,116,India
Barbeque Nation,Ludhiana,"2nd Floor, 2439/1 & 2, Dhanraj Singh Complex, Main Ferozpur Road, Rajguru Nagar, Ludhiana",Rajguru Nagar,"North Indian, Chinese, Continental",1400,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,80,India
Nik Bakers,Ludhiana,"SCF 43-44, Kipps Market, Sarabha Nagar, Ludhiana",Sarabha Nagar,"Cafe, Bakery, Desserts",800,Indian Rupees(Rs.),No,No,No,No,2,4.2,Green,Very Good,210,India
Aman Chicken,Ludhiana,"Jagjit Nagar, Near Railway Crossing, Near Shastri Nagar, Ludhiana",Shastri Nagar,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,No,No,No,2,4.6,Dark Green,Excellent,196,India
District 6,Ludhiana,"4th Floor, Silver Arch Mall, Ferozpur Road, Gurdev Nagar, Ludhiana","Silver Arc Mall, Gurdev Nagar","European, Chinese",1600,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,53,India
The BrewMaster - The Mix Fine Dine,Ludhiana,"3rd Floor, Westend Mall, Rajguru Nagar, Ludhiana","Westend Mall, Rajguru Nagar","North Indian, Continental",1500,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,154,India
#45,Mangalore,"Ground Floor, Trinity Commercial Complex, Near Central Railway Station, Attavara Road, Attavar, Mangalore",Attavar,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,209,India
Crave Desserts & Bakes,Mangalore,"Deepa Paradise, Balmatta, Mangalore",Balmatta,"Desserts, Bakery",200,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,196,India
Diesel Cafe,Mangalore,"Ground Floor, Hotel Prestige, Near Collector's Gate, Balmatta, Mangalore",Balmatta,"American, Italian",900,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,196,India
Froth On Top,Mangalore,"Silk House, Balmatta Arya Samaj Road, Balmatta, Mangalore",Balmatta,"Chinese, Mangalorean",700,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,355,India
Hao Ming,Mangalore,"Yenepoya Chambers, Opposite Hotel Prestige, Balmatta, Mangalore",Balmatta,Chinese,600,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,280,India
Kobe Sizzlers,Mangalore,"G-1, Parin Tower, Collectors Gate Circle, Balmatta Road, Balmatta, Mangalore",Balmatta,"Continental, American",1000,Indian Rupees(Rs.),No,No,No,No,3,3.7,Yellow,Good,104,India
Liquid Lounge,Mangalore,"KMC Mercara Trunk Road, Near Hotel Woodside, Balmatta, Mangalore",Balmatta,"Finger Food, Continental, North Indian",800,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,290,India
Maharaja Restaurant,Mangalore,"1st Floor, Trade Centre, Near Jyothi Circle, Bunts Hostel Road, Balmatta, Mangalore",Balmatta,"South Indian, North Indian",700,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,275,India
Giri Manja's,Mangalore,"Near Kalikamba Temple, Gopalkrishna Temple Road, Bhavathi, Mangalore Bhavathi",Bhavathi,Seafood,500,Indian Rupees(Rs.),No,No,No,No,2,4.2,Green,Very Good,281,India
Kabab Studio,Mangalore,"Goldfinch Hotel, Bunts Hostel Road, Near Jyoti Circle, Balmatta, Mangalore","Goldfinch Hotel, Balmatta","North Indian, Mughlai",1500,Indian Rupees(Rs.),No,No,No,No,4,3.5,Yellow,Good,183,India
Brio Cafe and Grill,Mangalore,"Sainik Bhavan, Next to St Aloysius College, Lighthouse Hill, Hampankatta, Mangalore",Hampankatta,"Cafe, Continental",500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,84,India
Gajalee Sea Food,Mangalore,"Circuit House Compound, Opposite Kadri Police Station, Kadri, Mangalore",Kadri,"Seafood, North Indian",750,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,257,India
Smoke N Oven,Mangalore,"Opposite Vijaya Bank, Bejai Main Road, Bejai, Mangalore",Kadri,"Pizza, Italian",600,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,127,India
Village Restaurant,Mangalore,"Airport Road, Yeyyadi, Kadri, Mangalore",Kadri,"Chinese, Continental, North Indian, Mughlai",1000,Indian Rupees(Rs.),No,No,No,No,3,3.7,Yellow,Good,260,India
Barbeque Nation,Mangalore,"3rd Floor, MAK Mall, Kankanady, Mangalore",Kankanady,"North Indian, Chinese",1600,Indian Rupees(Rs.),No,No,No,No,4,3.7,Yellow,Good,193,India
Machali,Mangalore,"Behind Ocean Pearl, Sharada Vidhyalaya Road, Kodailbail, Mangalore",Kodailbail,Seafood,800,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,245,India
Punjab Da Pind,Mangalore,"3rd Floor, Excel Mischief Mall, KS Rao Road, Mangalore, KS Rao Nagar, Mangalore",KS Rao Nagar,"North Indian, Mughlai, Chinese, Mangalorean",1000,Indian Rupees(Rs.),No,No,No,No,3,3.7,Yellow,Good,173,India
Sizzler's Ranch,Mangalore,"Nehru Avenue Road, Behind City Corporation, Lalbagh, Mangalore",Lalbagh,Continental,700,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,328,India
Spindrift,Mangalore,"5th Floor, Bharath Mall, Lalbagh, Mangalore",Lalbagh,"North Indian, Italian, Finger Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,156,India
Sagar Ratna,Mangalore,"Hotel Ocean Pearl, KS Rao Road, Near PVS Circle, Kodailbail, Mangalore","The Ocean Pearl, Kodailbail","South Indian, North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,175,India
The Shooters Cafe,Mohali,"SCO 654,Himalaya Marg Road, Sector 70, Mohali, Chandigarh",Sector 70,"Continental, North Indian",550,Indian Rupees(Rs.),No,Yes,No,No,2,4.3,Green,Very Good,99,India
Joey's Pizza,Mumbai,"6 & 7, Upvan Building, Near Indian Oil Colony, DN Nagar, Azad Nagar, Mumbai",Azad Nagar,Pizza,800,Indian Rupees(Rs.),No,No,No,No,2,4.0,Green,Very Good,5145,India
